item,term,candidate,prefixed,vocabulary,tier,fit,reason,definition,source,evidence,found_by
27,oht:hasAxis,http://www.w3.org/ns/mls#hasPart,mls:hasPart,ML Schema,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation which represents a part-whole relationship holding between an entity and its part.,http://www.w3.org/ns/mls,definition from source file,bm25
27,oht:hasAxis,https://schema.org/hasPart,schema:hasPart,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates an item or CreativeWork that is part of this item, or CreativeWork (in some sense).",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
27,oht:hasAxis,http://purl.org/skos-history/SchemeDeltaInsertions,sh:SchemeDeltaInsertions,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Should be related to the delta by dcterms:isPartOf.,http://purl.org/skos-history/,definition from source file,bm25
27,oht:hasAxis,http://purl.org/skos-history/SchemeDeltaDeletions,sh:SchemeDeltaDeletions,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Should be related to the delta by dcterms:isPartOf.,http://purl.org/skos-history/,definition from source file,bm25
28,oht:axisKind,http://purl.org/dc/terms/type,dcterms:type,DCMI Terms,1,exact,One type slot on an axis.,The nature or genre of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
28,oht:axisKind,https://w3id.org/dpv#hasScale,dpv:hasScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the scale of specified concept,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#hasProcessingScale,dpv:hasProcessingScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the scale of processing operations,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#hasDataSubjectScale,dpv:hasDataSubjectScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the scale of data subjects,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,http://rdf-vocabulary.ddialliance.org/discovery#kindOfData,disco:kindOfData,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The general kind of data (e.g. geospatial, register, survey) collected in this study, given either as a skos:Concept, or as a blank node with attached free-text rdfs:label.",http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#ProcessingScale,dpv:ProcessingScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Scale of Processing,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#Scale,dpv:Scale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A measurement along some dimension,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,http://www.w3.org/2006/time#TRS,http://www.w3.org/2006/time#TRS,OWL-Time,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A temporal reference system, such as a temporal coordinate system (with an origin, direction, and scale), a calendar-clock combination, or a (possibly hierarchical) ordinal system. This is a stub class, representing the set of all temporal reference systems.",https://www.w3.org/2006/time.ttl,definition from source file,bm25
28,oht:axisKind,https://schema.org/energyEfficiencyScaleMin,schema:energyEfficiencyScaleMin,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Specifies the least energy efficient class on the regulated EU energy consumption scale for the product category a product belongs to. For example, energy consumption for televisions placed on the market after January 1, 2020 is scaled from D to A+++.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
28,oht:axisKind,https://schema.org/energyEfficiencyScaleMax,schema:energyEfficiencyScaleMax,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Specifies the most energy efficient class on the regulated EU energy consumption scale for the product category a product belongs to. For example, energy consumption for televisions placed on the market after January 1, 2020 is scaled from D to A+++.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#DataSubjectScale,dpv:DataSubjectScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Scale of Data Subject(s),https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,http://www.w3.org/2006/time#nominalPosition,http://www.w3.org/2006/time#nominalPosition,OWL-Time,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The (nominal) value indicating temporal position in an ordinal reference system,https://www.w3.org/2006/time.ttl,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#NationalScale,dpv:NationalScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Geographic coverage spanning a nation,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#LocalityScale,dpv:LocalityScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Geographic coverage spanning a specific locality,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#GlobalScale,dpv:GlobalScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Geographic coverage spanning the entire globe,https://w3id.org/dpv,definition from source file,bm25
28,oht:axisKind,https://w3id.org/dpv#RegionalScale,dpv:RegionalScale,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Geographic coverage spanning a specific region or regions,https://w3id.org/dpv,definition from source file,bm25
29,oht:multiValued,https://schema.org/multipleValues,schema:multipleValues,schema.org,2,related,'Whether multiple values are allowed for the property'; domain PropertyValueSpecification.,Whether multiple values are allowed for the property. Default is false.,https://schema.org/version/latest/schemaorg-current-https.ttl,verified at source,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#FunctionalProperty,owl:FunctionalProperty,OWL 2,1,related,Would need one property per axis.,The class of functional properties.,https://www.w3.org/2002/07/owl.ttl,verified at source,lead
29,oht:multiValued,https://w3id.org/sssom/mapping_cardinality,sssom:mapping_cardinality,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A value indicating whether the subject (respectively object) of this mapping record is present in other records involving a different object (respectively subject), within the subset of records defined by the cardinality_scope slot (or within the entire mapping set if cardinality_scope is undefined). Note that this is a convenience field, whose values can always be derived from the mapping set.",https://w3id.org/sssom/,definition from source file,bm25
29,oht:multiValued,https://w3id.org/sssom/mapping_cardinality_enum#n:n,sssom:mapping_cardinality_enum#n:n,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the mapping record is about a many-to-many mapping, that is, the subject is mapped to several different objects and the object is mapped to several different subjects.",https://w3id.org/sssom/,definition from source file,bm25
29,oht:multiValued,https://w3id.org/sssom/mapping_cardinality_enum#n:1,sssom:mapping_cardinality_enum#n:1,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the mapping record is about a many-to-one mapping, that is, several different subjects are mapped to the same object.",https://w3id.org/sssom/,definition from source file,bm25
29,oht:multiValued,https://w3id.org/sssom/mapping_cardinality_enum#1:n,sssom:mapping_cardinality_enum#1:n,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the mapping record is about a one-to-many mapping, that is, the same subject is mapped to several different objects.",https://w3id.org/sssom/,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#cardinality,owl:cardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of an exact cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#minCardinality,owl:minCardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of a minimum cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#maxCardinality,owl:maxCardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of a maximum cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#qualifiedCardinality,owl:qualifiedCardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of an exact qualified cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#minQualifiedCardinality,owl:minQualifiedCardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of a minimum qualified cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,http://www.w3.org/2002/07/owl#maxQualifiedCardinality,owl:maxQualifiedCardinality,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the cardinality of a maximum qualified cardinality restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
29,oht:multiValued,https://schema.org/playMode,schema:playMode,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates whether this game is multi-player, co-op or single-player. The game can be marked as multi-player, co-op and single-player at the same time.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
29,oht:multiValued,http://purl.obolibrary.org/obo/IAO_0000184,obo:IAO_0000184,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A scatterplot is a graph which uses Cartesian coordinates to display values for two variables for a set of data. The data is displayed as a collection of points, each having the value of one variable determining the position on the horizontal axis and the value of the other variable determining the position on the vertical axis.",http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
29,oht:multiValued,https://w3id.org/semapv/vocab/CardinalityFiltering,semapv:CardinalityFiltering,SEMAPV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,https://w3id.org/semapv/vocab/,no definition in file,bm25
29,oht:multiValued,http://cv.iptc.org/newscodes/digitalsourcetype/composite,iptcdst:composite,IPTC Digital Source Type,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Mix or composite of several elements, any of which may or may not be generative AI",http://cv.iptc.org/newscodes/digitalsourcetype/,definition from source file,bm25
30,oht:hasFacetValue,http://rdf-vocabulary.ddialliance.org/xkos#classifiedUnder,xkos:classifiedUnder,XKOS,2,super,"XKOS's generic 'entity classified under a classification item' property, which it expects to be specialised; a concept taking a value on an axis is exactly that.","classifying results in the creation of a RDF statement where the resource representing the entity is the subject and the concept representing the classification item is the object. XKOS defines a generic property, xkos:classifiedUnder, that can be used in such statements ... it is expected that xkos:classifiedUnder will be specialized for different classification systems.",https://rdf-vocabulary.ddialliance.org/xkos.html (section 5),verified at source (specification text),reading
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#related,skos:related,SKOS,1,related,Associative only.,Relates a concept to a concept with which there is an associative semantic relationship.,http://www.w3.org/2004/02/skos/core.rdf,verified at source,lead
30,oht:hasFacetValue,http://www.w3.org/ns/org#classification,http://www.w3.org/ns/org#classification,ORG,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a classification for this Organization within some classification scheme. Extension vocabularies may wish to specialize this property to have a range corresponding to a specific `skos:ConceptScheme`. This property is under discussion and may be revised or removed - in many cases organizations are best categorized by defining a sub-class hierarchy in an extension vocabulary.,https://www.w3.org/ns/org.ttl,definition from source file,bm25
30,oht:hasFacetValue,http://w3id.org/nkos/nkostype#classification_scheme,nkostype:classification_scheme,NKOS KOS Types,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","schedule of concepts and pre-coordinated combinations of concepts, arranged by classification",https://nkos.dublincore.org/nkos-type.html,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#topConceptOf,skos:topConceptOf,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a concept to the concept scheme that it is a top level concept of.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#inScheme,skos:inScheme,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a resource (for example a concept) to a concept scheme in which it is included.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#notation,skos:notation,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A notation, also known as classification code, is a string of characters such as ""T58.5"" or ""303.4833"" used to uniquely identify a concept within the scope of a given concept scheme.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
30,oht:hasFacetValue,http://data.europa.eu/eli/ontology#LegalValue,eli:LegalValue,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Formally defined as the set of skos:Concept in concept scheme eli:LegalValueTable,http://data.europa.eu/eli/ontology,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2002/07/owl#withRestrictions,owl:withRestrictions,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that determines the collection of facet-value pairs that define a datatype restriction.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
30,oht:hasFacetValue,http://purl.org/linked-data/cube#measureType,qb:measureType,RDF Data Cube,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Generic measure dimension, the value of this dimension indicates which measure (from the set of measures in the DSD) is being given by the obsValue (or other primary measure)",http://purl.org/linked-data/cube,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#hasTopConcept,skos:hasTopConcept,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Relates, by convention, a concept scheme to a concept which is topmost in the broader/narrower concept hierarchies for that scheme, providing an entry point to these hierarchies.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
30,oht:hasFacetValue,http://purl.org/linked-data/cube#dimension,qb:dimension,RDF Data Cube,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",An alternative to qb:componentProperty which makes explicit that the component is a dimension,http://purl.org/linked-data/cube,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/2004/02/skos/core#ConceptScheme,skos:ConceptScheme,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A set of concepts, optionally including statements about semantic relationships between those concepts.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
30,oht:hasFacetValue,http://www.w3.org/ns/dqv#inDimension,dqv:inDimension,DQV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Represents the dimensions a quality metric, certificate and annotation allow a measurement of.",https://www.w3.org/ns/dqv.ttl,definition from source file,bm25
30,oht:hasFacetValue,http://purl.org/linked-data/cube#measureDimension,qb:measureDimension,RDF Data Cube,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",An alternative to qb:componentProperty which makes explicit that the component is a measure dimension,http://purl.org/linked-data/cube,definition from source file,bm25
30,oht:hasFacetValue,http://purl.org/skos-history/SchemeDelta,sh:SchemeDelta,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The delta of two versions of a SKOS concept scheme.,http://purl.org/skos-history/,definition from source file,bm25
30,oht:hasFacetValue,http://data.europa.eu/eli/ontology#in_force,eli:in_force,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A value indicating the legal force of a legal resource or a legal expression. A set of values is defined by ELI in the corresponding concept scheme. These values are : - in force - partially in force - not in force,http://data.europa.eu/eli/ontology,definition from source file,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#scopeNote,skos:scopeNote,SKOS,1,super,'A note that helps to clarify the meaning and/or the use of a concept.',A note that helps to clarify the meaning and/or the use of a concept.,http://www.w3.org/2004/02/skos/core.rdf,verified at source,bm25+lead
31,oht:consequence,http://www.w3.org/2004/02/skos/core#note,skos:note,SKOS,1,super,Safe general parent.,"A general note, for any purpose.",http://www.w3.org/2004/02/skos/core.rdf,verified at source,lead
31,oht:consequence,https://w3id.org/dpv#hasConsequence,dpv:hasConsequence,DPV core,2,related,"Links to a dpv:Consequence resource, not a note.",Indicates consequence(s) possible or arising from specified concept,https://w3id.org/dpv,verified at source,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#topConceptOf,skos:topConceptOf,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a concept to the concept scheme that it is a top level concept of.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#inScheme,skos:inScheme,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a resource (for example a concept) to a concept scheme in which it is included.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
31,oht:consequence,https://w3id.org/dpv#hasScope,dpv:hasScope,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the scope of specified concept or context,https://w3id.org/dpv,definition from source file,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#notation,skos:notation,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A notation, also known as classification code, is a string of characters such as ""T58.5"" or ""303.4833"" used to uniquely identify a concept within the scope of a given concept scheme.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
31,oht:consequence,http://rdf-vocabulary.ddialliance.org/xkos#follows,xkos:follows,XKOS,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,http://rdf-vocabulary.ddialliance.org/xkos,no definition in file,bm25
31,oht:consequence,https://w3id.org/sssom/cardinality_scope,sssom:cardinality_scope,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A list of mapping slots that define the scope for the value found in the mapping_cardinality slot. Mappings are considered to belong to the same scope if they have the same value for all slots listed in the scope. If no scope is defined, the default scope is empty, meaning that all mappings belong to a single scope that is identical to the entire mapping set. The behaviour if a value in the list does not correspond to a valid slot name is undefined.",https://w3id.org/sssom/,definition from source file,bm25
31,oht:consequence,http://data.europa.eu/eli/ontology#LegalValue,eli:LegalValue,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Formally defined as the set of skos:Concept in concept scheme eli:LegalValueTable,http://data.europa.eu/eli/ontology,definition from source file,bm25
31,oht:consequence,https://schema.org/follows,schema:follows,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The most generic uni-directional social relation.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
31,oht:consequence,https://w3id.org/dpv/risk#PotentialConsequence,risk:PotentialConsequence,DPV RISK,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a concept can potentially be a 'consequence concept within an use-case,https://w3id.org/dpv/risk,definition from source file,bm25
31,oht:consequence,https://w3id.org/airo#followsCodeOfConduct,https://w3id.org/airo#followsCodeOfConduct,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the code of conduct followed.,https://w3id.org/airo,definition from source file,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#hasTopConcept,skos:hasTopConcept,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Relates, by convention, a concept scheme to a concept which is topmost in the broader/narrower concept hierarchies for that scheme, providing an entry point to these hierarchies.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
31,oht:consequence,http://www.w3.org/2004/02/skos/core#ConceptScheme,skos:ConceptScheme,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A set of concepts, optionally including statements about semantic relationships between those concepts.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
31,oht:consequence,https://w3id.org/dpv#Filter,dpv:Filter,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",to filter or keep data for some criteria,https://w3id.org/dpv,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/ns/ssn/hasOutput,ssn:hasOutput,SSN,1,exact,'Relation between a Procedure and an Output of it.',Relation between a Procedure and an Output of it.,https://www.w3.org/ns/ssn/,verified at source,bm25+lead
32,oht:hasOutput,http://www.w3.org/ns/mls#hasOutput,mls:hasOutput,ML Schema,2,related,Run to model.,A relation between a run and either a model or model evaluation that is produced on it’s output.,http://www.w3.org/ns/mls,verified at source,bm25
32,oht:hasOutput,https://w3id.org/airo#hasControlOverAIOutput,https://w3id.org/airo#hasControlOverAIOutput,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the level of control a stakeholder has over outputs produced by an AI system.,https://w3id.org/airo,definition from source file,bm25
32,oht:hasOutput,http://purl.obolibrary.org/obo/IAO_0000418,obo:IAO_0000418,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation between a data item and a quality of a material entity where the material entity is the specified output of a material transformation which achieves an objective specification that indicates the intended value of the specified quality.,http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/2004/02/skos/core#hasTopConcept,skos:hasTopConcept,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Relates, by convention, a concept scheme to a concept which is topmost in the broader/narrower concept hierarchies for that scheme, providing an entry point to these hierarchies.",http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/ns/odrl/2/output,odrl:output,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The output property specifies the Asset which is created from the output of the Action.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
32,oht:hasOutput,https://w3id.org/airo#hasInput,https://w3id.org/airo#hasInput,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the input an AI system or componet need to process to generate output.,https://w3id.org/airo,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/2004/02/skos/core#inScheme,skos:inScheme,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a resource (for example a concept) to a concept scheme in which it is included.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
32,oht:hasOutput,https://w3id.org/airo#producesOutput,https://w3id.org/airo#producesOutput,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Specifies an output generated by an AI system or component.,https://w3id.org/airo,definition from source file,bm25
32,oht:hasOutput,https://schema.org/serviceOutput,schema:serviceOutput,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The tangible thing generated by the service, e.g. a passport, permit, etc.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
32,oht:hasOutput,https://schema.org/hasShippingService,schema:hasShippingService,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Specification of a shipping service offered by the organization.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/2004/02/skos/core#topConceptOf,skos:topConceptOf,SKOS,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a concept to the concept scheme that it is a top level concept of.,http://www.w3.org/2004/02/skos/core.rdf,definition from source file,bm25
32,oht:hasOutput,https://w3id.org/airo#Output,https://w3id.org/airo#Output,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Output generated by the system.,https://w3id.org/airo,definition from source file,bm25
32,oht:hasOutput,http://www.w3.org/ns/ssn/Output,ssn:Output,SSN,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Any information that is reported from a Procedure.,https://www.w3.org/ns/ssn/,definition from source file,bm25
32,oht:hasOutput,http://w3id.org/nkos/nkostype#categorization_scheme,nkostype:categorization_scheme,NKOS KOS Types,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",loosely formed grouping scheme,https://nkos.dublincore.org/nkos-type.html,definition from source file,bm25
33,oht:outputType,http://purl.org/dc/terms/type,dcterms:type,DCMI Terms,1,exact,One type slot on an output.,The nature or genre of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
33,oht:outputType,http://www.w3.org/ns/odrl/2/isNoneOf,odrl:isNoneOf,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A set-based operator indicating that a given value is none of the right operand of the Constraint.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
33,oht:outputType,https://w3id.org/sssom/similarity_score,sssom:similarity_score,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A score between 0 and 1 to denote the similarity between two entities, where 1 denotes equivalence, and 0 denotes disjointness. The score is meant to be used in conjunction with the similarity_measure field, to document, for example, the lexical or semantic match of a matching algorithm.",https://w3id.org/sssom/,definition from source file,bm25
33,oht:outputType,https://schema.org/mapType,schema:mapType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates the kind of Map, from the MapCategoryType Enumeration.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
33,oht:outputType,http://www.w3.org/ns/dqv#expectedDataType,dqv:expectedDataType,DQV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Represents the expected data type for metric's observed value (e.g. xsd:boolean, xsd:double etc...)",https://www.w3.org/ns/dqv.ttl,definition from source file,bm25
33,oht:outputType,https://schema.org/Boolean,schema:Boolean,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Boolean: True or False.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
33,oht:outputType,https://schema.org/albumReleaseType,schema:albumReleaseType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The kind of release which this album is: single, EP or album.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
33,oht:outputType,http://www.w3.org/ns/odrl/2/output,odrl:output,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The output property specifies the Asset which is created from the output of the Action.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
33,oht:outputType,https://schema.org/learningResourceType,schema:learningResourceType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The predominant type or kind characterizing the learning resource. For example, 'presentation', 'handout'.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
33,oht:outputType,https://w3id.org/vair#DeterminingCreditScore,https://w3id.org/vair#DeterminingCreditScore,VAIR,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Determining credit score of a person,https://w3id.org/vair,definition from source file,bm25
33,oht:outputType,https://schema.org/MedicalRiskScore,schema:MedicalRiskScore,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A simple system that adds up the number of risk factors to yield a score that is associated with prognosis, e.g. CHAD score, TIMI risk score.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
33,oht:outputType,http://www.w3.org/ns/ssn/hasOutput,ssn:hasOutput,SSN,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relation between a Procedure and an Output of it.,https://www.w3.org/ns/ssn/,definition from source file,bm25
33,oht:outputType,https://w3id.org/airo#producesOutput,https://w3id.org/airo#producesOutput,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Specifies an output generated by an AI system or component.,https://w3id.org/airo,definition from source file,bm25
